COMPID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132
35665	1134366	882643	328133	468495	461933	425574	640736	978194	554072	768398	413517	550566	478884	175390	113068	217480	516569	531394	836461	845276	797158	350785	256675	1195723	584995	454498	147402	82537	340901	145436	195812		347415	307522	214907	114475	178577	291164	156632	320984	331050	104029	137195	263007	335539	169315	150283	197638	243244	365791	207208	129741	83327	36277	119937	286584	131910	78001	105561	159821	205857	67384	112373	92642	169663	55097	126681	190030	144262	74285	137998	633798	273139	235898	239008	181495	60808	188565	103442	89473	255505	73151	67684	232055	85511	247293	53186	168759	101266	100092	194639	82701	162647	79016	42962	60988	75314	79375	150160	237837	432290	118241	82204	853007	392172	251280	651557	198485	36171	119600	83432	442809	121144	160774	94865	159497	93608	100297	88749	111638	136697	177448	55257	122850	134439	162684	120983	53519	93641	264760	169037	79187
37432	4499597	6524207	9764999	10078238	6450813	5658564	7225647	4970794	6516192	8009903	5804742	3945776	5237135	7263720	6242149	4552719	3808764	4118732	3935930	4176717	4958280	5557605	4899197	10867958	4504252	4174193	4189055	5074689	5810235	3353787	4159786	4135297	6605572	2847013	5560097	5207745	6339480	3761890	4184045	2906525	5742410	5916397	6044502	5617992	6287293	3532950	3978284	3802063	5003636	3806229	4589232	4986274	4063538	6924764	4663766	3274754	4497425	3016503	6062174	4936288	4157007	3486419	7219958	5650966	3737778	3079037	2945399	3003384	3526275	4269951		4114677	5082561	3398542	4346615	3857913	3281569	4318068	3904881	6191387	4521930	5245843	2828660		6494730	2880546	2648203	6660872	2050899	3193329	4443143	3219678	2807641	4131927	3315004	3768401	2536945	2552404	4343442	3857102	5197328	4895823	3870740		5415524	7816859	3715572	6551676	7192396	5829858	6582842	7498748	4037118			9979974	5946412	6760399	4927580	9558227	5510337	10153415	6880010	3656721	4154123	3563350	5739632	4642353	4270590	4570975	4644526	5105699
43488	96825	269001	129120	216031	110696	133285	122956	173281	169765	90070	154645	457604	103371	167461	126818	194200	98202	250702	172710	249875	257972	142069	255318	61616	164370	71343	208190	174282	331621	57549	179788	153516	152155	236630	183563	286858	208072	84143	370590	211737	177716	240248	383420	317377	216260	214974	282706	219851	213394	325135	293544	253715	293401	341825	305530	298645	419178	278390	669395	211956	385423	215007	298864	632912	584233	333026	579974	93211	452806	693468	355545	305749	144357	407390	374423	375004	399503	611949	783474	658570	790156	1412625	339846	852639	613773	799225	688774	455055	503881	352617	303411	897420	568162	364003	662297	485875	320716	910393	735429	900382	163675	145867	224518	71700	124202	105627	149480	291655	333044	467322	567104	229201	170389	319191	399861	300983	405109	541767	310993	386744	792132	771585	261927	337878	603240	1030288	711404	891320	454183	1096465	761384	1260803
48434	39507	75819	180600	72267	80060	81725	38649	297314		22556	110184	143162	424314	225487	90556	287850	51494	439772	205838	141269	93383	23687	15015		279856	109449	32841	129339	103519	217433	12217	91496	65419	443450		100832	172773	88209	120942	121173	185181	157003	94312	10469	26418	199200	63269		656362	57183	198473	36046	44663	83080	148523	204278	97602	37264	108347	21071	166739	82537	7598	110309	124488	99167	197877	382110	45190	121302	198998	35655	165772	134265	141426	71836	89392	206667	73970	248264	94833	19990	503433	378167	132101		66713	120656	170381	84177	73026	74986	187380	196085	179546	145061	77422	147764	74408	90811	106080	174357		29749	43991	7446		162108	192108	258717	138393	116239	90592	130725	36589	171597	57749	109879	109574	117459	52006	143635	198468	174629	296962	117354	143878	56735	101304	556289	92262	98676
15720	367086	463046	605001	549964	251504	346052	269261	571690	107792	367722	230174	359780	168586	213566	259485	346201	188574	201555	483639	523943	348668	314017	415487	383275	788292	196606	387953	267496	468205	175147	185643	223658	219941	282309	157938	583179	322282	436889	286486	280995	394587	402670	282821	236101	202569	142052	193241	111466	475176	212872	805109	547798	135980	233174	267310	294902	178303	171622	443016	247368	213977	191450	225036	386985	173485	204767	304222	247350	303037	341025	256039	343428	203941	271682	253903	326077	123793	220290	533312	516455	397191	164787	185973	349063	245690	300096	163431	132973	227579	167708	239353	501569	378150	465698	267161	246588	162650	247992	298385	260158	270797	235849	185481	205659	355439	314509	271993	260308	257457	293219	320590	114087	421845	222028	259972	197450	186899	280100	110600	290035	198325	285274	408553	256783	534373	224122	376055	206183	249111	244473	289510	244366
33943	393118	323962	497550	458911	622817	720644	285100	811029	537150	349496	485962	368968	472797	562585	305976	622972	345692	1589694	907642	1098549	771239	586653	190598	781935	395063	337741	446802	595324	469885	313432	259806	619219	475898	710726	285608	509924	345365	230266	319757	603330	620751	709244	472799	292811	788747	229704	334002	305700	694323	533493	595095	449542	368824	179112	645892	503686	722544	256368	607107	311897	426161	352390	258885	810469	442508	349348	1329393	848332	409379	714699	389764	382231	387597	530319	356852	378809	290705	393383	283463	434642	458909	260434	552451	621053	602191	373254	453147	287937	606049	485428	195453	452852	829670	588930	334886	327203	727165	517805	461824	725678	1082743	545969	133595	178710	802365	410418	439611	530564	577635	589524	462108	548495	587160	392194	244904	459265	446348	226401	577149	957603	747279	755993	628836	479278	1081004	528038	443530	287661	192929	596418	469600	247984
27710	1002198	640418	1433766	2245555	763261	1429424	964748	1284090	2143526	1925432	1135634	1290502	884985	1838270	1400957	675453	1624414	1917349	1246155	1279821	1186077	1259396	1187273	1148627	1266939	1214046	1706367	1225778	1249603	1459927	987709	758126	756131	771702	1601044	1889549	928443	1763505	849349	995238	1040535	882384	927078	1383345	830935	1739278	1055803	831757	1598213	794185	1741645	2698732	922804	772747	717315	627482	969072	640257	1303882	864525	1064140	2358177	965018	1218455	593716	928935	989909	907936	1490253	807471	595258	1519648	1183598	2107243	1008453	751780	601487	813582	2080423	1155047	1235435	979428	3496779	898197	1247462	1846372	1521768	1161785	1385536	1380115	870481	929180	2378354	1178781	1697771	866834	1896620	1020494	831199	1574175	1203567	1118744	1275795	974374	841738	1215959	1133860	1506588	1418324	807573	1155922	1108640	882175	1094164	1327517	1410503	1467373	967571	1268625	2031129	1172918	934728	858067	764032	1193434	1593659	1463853	1132475	1675248	1717597	1072472	1037039
33946	566135	210826	273174	300893	238391	281743	444580	383388	566288	350929	249193	371067	267770	381158	154201	343112	300759	349053	482314	430455	538356	292563	306489	403859	281191	292889	344949	310633	379104	299596	222955	167759	243800	222514	174865	418207	175829	175494	119647	483181	255857	243909	242430	232377	262526	197288	331048	163496	471861	171566	219516	325295	140228	197986	139826	292469	189535	193108	258029	169874	314950	227176	184601	234458	203041	199189	118159	325228	186263	225332	217950	177155	295363	219582	259992	245727	248165	290746	225935	214526	180592	191985	238500	301064	227559	204735	165329	304445	274983	240860	166340	215037	289069	344888	238340	232245	144012	223495	274904	334547	319443	252101	80592	199317	262303	267179	257503	257214	252916	121600	218175	367437	231606	185683	177707	260060	177187	164539	120050	184255	151486	239870	241440	247309	257041	195704	211099	222797	41592	158269	246737	191235
33967	215173	256583	264661	174298	175644	173732	174031	218402	161567	150467	161389	303114	185578	140403	231701	173038	125364	192908	248344	164391	327612	128989	178814	211421	243995	175036	200240	148511	257796	175665	146122	209183	120305	132853	149208	239945	179593	169880	179343	253231	210340	135830	126748	112569	140084	150553	215257	146670	285834	115221	248360	127853	146033	94722	140806	139770	217137	187497	215269	129704	225407	147247	122710		175687	127747	247882	180205	185952	177939	148537	319778	154742	221549	159425	214687	282383	175783	89911	263775	197908	163575	189079	286310	245481	164012	127431	130047	166163	148794	168137	185464	194784	313064	197872	187789	115773	206577	179576	263133	217456	167110	105912	116467	154156	195822	216636	67417	146868	172344	113691	143028	130800	167909	138740	101372	121347	133725	138494	147809	108654	203284	288114	156348	112358	125799	154012	159574	35607708	195213	172045	202538
48757	18237	25979	376058	24394	11148	16469	16682	131833	92909	29450	95176	243763	94477	28858		249029		333023	91960				52620	24685	96622		423530	115078	324381					63357		63477	221935	33369	32299	27105	93622	28011				70585		17955	767489	27856	145957	79829			75293		26716		66321		186494	40297			20607		85983	695093		165338	55733	7637			172640	148019	79418	37454		55389		40209	61010	150826	176597		30210	101202	40089	47412		20470	252642	196521	23598	22979	61495	150779	39202	74720	18042	306789			37139		77123	127702	63596	74858	9940	65943		63477	22395	32472	20441	43173	45618	249278		113550	123561		125717	3861	172926	42833	17618	191174	13186	48112
1587	230070	256716	466208	198856	193365	202908	176028	338413	172633	182569	261654	424606	275875	164768	232406	232236	84815	217719	307189	258951	647197	128408	176581	251112	328975	191430	278218	274431	448525	240171	180203	278832	159874	176305	140008	251971	270519	167692	225209	228148	293900	234409	196609	84648	167960	124751	266792	184781	279397	149536	371549	193535	140630	128364	163730	151111	289020	166633	201492	163809	256730	127604	234770	279693	259661	170569	375961	172076	179310	98608	211716	366956	161749	240834	250681	171126	232106	186393	133216	499337	287902	150363	229536	391618	200921	205548	153598	190788	204637	125399	214014	180009	246372	420024	225554	202868	199427	194800	100045	415934	198405	202499	87847	113765	135419	130822	353499	164176	168643	223198	134715	202052	146904	166752	137226	190890	102319	168460	235284	252506	156415	218398	371118	198296	257738	146424	169852	152131	394260	216987	181712	164226
1589	1799703	1789167	2397258	1518404	1271211	2973807	1437031	1253113	1111267	925662	799124	1084549	702380	1181483	2235830	1924631	1356302	1402661	1247821	1305951	1888965	798154	1296844	958715	2722497	619039	1992002	996432	738639	901756	651687	1600127	1533666	907860	712280	2729730	664613	1934447	1889049	2248318	1158077	999851	1480487	742119	1353985	836638	1224171	1341516	814170	661359	2497874	1463600	1064092	795666	846350	660642	798373	658445	1208242	817841	1067518	806334	698802	1005941	692817	1072247	1441692	1445408	824354	989330	1537596	1579154	635366	795392	734521	1395795	401889	819458	1131115	748088	334479	290626	885280	716390	285935	982699	1146942	555791	1714330	926424	372875	595303	1199819	527443	396817	810682	957438	1009360	428728	1110392	1142558	999144	639948	791743	1274388	1112595	1029080	1131566	986192	869378	917449	1223244	1174317	971491	1249527	888195	942966	1006648	842193	1326764	1042836	1569993	317601	1398895	1501391	976048	1106693	756152	942490	721443	864084	1016462
32377	935992	660625	656737	424944	521694	370830	564315	753897	567139	549502	124795	395189	341024	527773	367475	749573	527989	586806	401094	507238	576048	336741	404754	568194	613061	299108	603430	345694	369658	668518		376115	541421	465847	708877	584840	326416	794676	261845	1186004	364972	429585	761007		433454	276727	484604	354171	244122		605934	414222	104236		78215	303654	303828		345694	138980	209891	236913		373180		415368	330393	918047		162430	177314	540581	405380	433603	162310		206709	158257	248632	86503	615773	205757		211118	200046	171905	201775	260900					261266		182757		287587		254046	176473	376845	173204	143906		353617	351786		490037	233307	248952	271045	249960	187257	165711	210569	221189	174423		102861	124034			1813162			339602	46210		255055	198230		153188
33950	448294	366571	512003	110805	173274	193948	230886	481129	205666	289285	295104	383246	261661	221546	175937	565488	137936	506129	476499	379864	494582	136155	199915	223181	421250	290752	312664	382747	479418	392642	216769	301210	168991	281216	186746	204549	372240	155629	186165	400184	328700	402038	244352	143157	211831	263695	393966	225038	539600	157724	360330	253925	152649	237692	274162	302826	444778	264878	575028	244878	424898	247861	282412	310229	318374	322149	404810	305015	240325	230511	380634	475830	274477	398805	347840	303127	336842	254086	350636	423537	642581	321100	247196	547013	412739	306316	200839	369899	219762	195703	281838	282212	298677	732212	368923	231605	275964	1209639	302253	535090	329052	255688	178393	193602	217870	142183	284586	365950	317096	459701	250255	268407	182179	288660	160618	247495	203909	241959	251751	234779	201440	550296	204082	189995	267930	197008	292494	225457	272872	548752	280038	282787
37496	2554698	1706887	3347059	3165918	3353870	2141397	4362300	3671742	4408411	2521662	2328926	1956880	2489832	2769821	2246039	3186106	2132299	2275991	2553628	2625158	2092180	2994939	2418935	2951637	1520314	2215822	3053602	1887944	2252551	1544813	2036898	1415414	2210088	2971313	2103029	2907548	1769215	2112480	2259348	2302371	2552191	2988682	2579781	1948198	2836827	1494991	1683847	1328011	2024291	2143558	2172916	2202513	1411729	2006958	1926091	2605256	1907869	1182196	1930725	3836973	3344147	2740485	1948222	4360691	1567038	1488632	1895805	3874704	2276871	1410857	2390819	1666082	2729097	1860444	1618323	2544940	1755472	2306733	1140450	4912810	1895945	1371410	1345610	1963991	1596353	1165213	2445688	3639762	1957302	1288487	1387681	1782558	1255178	1609430	1365840	1772926	1118040	1941993	2460381	1687630	3494946	2007374	1692836	2303880	3437561	2849195	2364031	3158223	2841577	2900373	1859603	3361802	2732380	2272349	2998332	2463345	2601129	2706364	2488021	3387785	2118034	2445361	2458854	2629026	2373656	1774344	1615785	1538323	2038251	1766867	2184990	2251774
37076	12404342	13294609	14981709	14810417	13892408	16073222	13666342	14495560	14952020	10584816	10225798	14414961	10456645	10522227	13811075	11766722	10487121	14206198	14316946	11434680	11583296	10024153	10930374	16896924	12854724	9524082	11545679	7563144	11249034	11009330	8977397	10276412	11038753	9197355	13801274	21600572	8686190	14472424	10229362	13053777	8064550	10875915	12563622	9963019	12589737	9887962	10311242	8696039	11729973	9737732	12590642	9098433	8150158	8109596	10160196	8343150	10453179	9213956	10149021	6732505	10686556	8395944	10778304	14640348	9283696	8423769	10688732	11421218	11897476	10407744	9323851	12396357	9174678	11295868	10524288	8780891	6927153	12324402	6853239	9686702	8945665	10088970	9642803	9547131	8292883	12835326	12383781	8791758	10270416	11759692	6642974	6879170	12981397	9343816	8416403	10663756	11747478	10380290	11371571	11093101	10376823	8821820	7254366	10096258	10298405	13634647	9609409	11413447	9818647	11749134	8508758	12199116	11068690	9921351	9821878	10425724	9752089	8822465	9040141	9947653	9587903	11878023	14863608	9860844	13970311	8114893	10739097	9742301	7449256	9126838	10497796	9978885
48187	1967246	1253780	1170129	1412497	1347995	976443	1506515	1422787	1197023	649343	1030700	932317	732600	841866	944082	1045115	802715	1141761	1178292	1234399	2240219	1015528	711096	1108124	1538691	974339	1379248	930197	2066466	1131095	865167	1286779	1508417	945902	969094	851578	1018366	1007520	1499197	746312	1008624	1003005	1349253	672354	1184680	1092666	1571598	982344	1065920	628699	1457752	1317382	1228908	581155	782804	1099759	1997380	933699	1787279	1234182	803522	951835	1324400	1463114	810351	906865	1392701	1528219	1091155	1251737	764192	1350887	1211029	1564952	739488	1156120	1107767	751718	1538257	1844875	1562394	903129	686413	1096172	982943	1389099	749342	998496	779920	942970	1063603	914521	626129	1228705	529209	672010	844007	1057797	747425	1612381	1262339	879674	635383	685523	945640	651524	508004	1430426	719960	920828	806387	811357	906322	994997	862919	736297	948675	499117	653669	906580	1184534	1280513	1637572	972906	1054967	739627	1028181	760873	849026	872753	1277516	1001901
33939	3016304	3200039	2343270	2646439	2222065	4315822	4608510	3815624	2877897	2649882	1072970	3304961	2172481	2315490	1824348	3139111	2033349	3455565	2523505	2955060	3900730	2203903	1137586	2944289	3079690	2622285	2895278	2090339	2884702	2913711	2298148	3227573	3057120	1530735	3863263	5353717	1888791	2799248	2763659	2685178	2626810	3012675	3442487	1180971	1577414	2783981	2758170	2597563	3379423	3553036	3112755	2237089	2834803	1495739	2280702	1373831	2819714	2238064	2625251	2018979	3441902	1542163	3940133	4167731	2320360	3093989	1603576	5081501	2890565	2159712	2684946	2762073	2664268	2552043	2437164	3201152	2357266	4361794	1822284	1994213	2514501	3538975	2462903	2963146	2938606	3580284	1976494	2723106	2574189	2980133	2622377	2046508	2484545	3666231	2205041	2929597	3055105	3683343	5918420	3387205	2930432	2202892	1245115	2243507	1370055	1156930	2052429	3813675	2228364	2082016	2722874	2571258	2244640	2422185	1412529	3395920	2358585	320499	1808391	3142378	2565290	3641145	4410433	2421114	3609995	2827614	4079751	2781242	2984688	2811204	2495866	3377778
33959	141453	99306	118518	45583	23358	50382	81011	110063	78569	63085	70880	190754	67507	44469	19114	199214	42634	126191	127257	90451	116189	40294	56210	34134	94691	72376	143724	77577	145192	47976	73152	80754	48183	74338	56946	94224	95686	27522	26660	194897	134800	128274	39465	76670	85899	73982	127739	82271	252841	74214	177756	122820	65963	98254	114199	90799	138820	81090	265505	74628	181845	53564	54351	143203	68266	139428	153717	81835	107287	89319	92768	158616	95882	90331	95414	160768	126519	162931	70919	362778	118999	139560	63254	141838	107818	117218	90792	201823	76528	102758	106618	92971	157174	176208	31321	168101	109500	294827	117858	145902	157201	85458	44662	66120	97568	32208	86832	139626	94098	149373	56421	170160	58367	109178	108529	73765	86346	61290	40356	94419	105472	135817	37752	115675	189087	32292	207565	78226	105877	251737	114174	98271
32390	94504	96413	193232	31128	52037	67995	41485	155648	80773	78152	122350	219787	95362	63776	24958	180364	43720	148398	165116	136621	215072	34799	70039	51606	125791	78954	86114	126800	167547	95152	81725	110543	54362	92770	29077	46283	202239	29956	39500	101956	125122	166694	89372	37665	58142	43139	113253	71870	335162	87878	175646	105305	58185	121429	154575	122042	177767	84778	164116	62708	155657	96191	67372	95333	108065	121796	190097	114096	56819	87665	117352	200890	53061	83167	146957	83239	164842	82368	85785	323842	209798	68012	83618	129500	109598	42560	57285	130689	69916	50594	109524	85297	130297	517275	168542	77165	104730	39968800	110645	147597	135250	153559	25686	84864	154842	45747	146925	134600	162581	188453	158105	138278	100558	94282	83716	80543	65295	79161	88739	82883	73504	254377	62653	88592	156019	58228	113687	70849	79019	141289	103321	72290
1591	401201	346043	530266	519289	452492	418430	421239	399696	398064	447407	331524	491692	338917	327583	465466	374293	314683	391066	443655	375572	578685	361004	323556	427372	384431	295493	407684	408008	410462	338287	365844	359773	365384	317276	337991	712633	332440	394854	308817	488700	351955	330546	347326	257397	412270	301319	467213	330816	406241	270622	405924	394901	325916	324789	394755	304088	451645	338839	428311	412433	436750	313020	354541	481404	318374	321477	403920	341307	354150	317852	259844	481175	333683	435048	270147	335673	392452	362225	274339	423395	432031	367281	257493	441162	381596	379561	400619	401175	256243	360788	382791	451920	421069	398464	314745	301572	337152	388558	349265	512237	373528	304173	248167	344200	337125	393473	324656	292459	302893	386467	335591	401072	316591	341786	328518	412700	274452	295842	349674	355986	167751	339776	509739	362685	438587	245477	272697	380641	8353508	400061	382848	350799
12122																																																					261820										261820																																																																					261820
43249	13856721	14968681	5804301	10952928	10310228	6485037	10294086	12350993	10696825	1656737	5042221	9326762	7192135	5290776	5266984	8860859	7173545	2861815	9750293	9664995	5704393	13777814	11164728		7556501	5203757	12018485	3682470	15504375	1770202	7231356	5252568	4486846	22196874	40902064	9164594	8641510	4280243	7613070	10819676	5386638	10436392	11588432	7298389	14613048	7254541	16410467	5839187	12570260	7429906	7698938	7771349	4804562	6055758	9766619	8447071	10001991	5828949	9134351	12500292	4851458	15341640	10758789	7836423	14578733	8270298	3920396	12837508	9741079	11052974	6335712	9300583	7193558	8826834	3412020	16184693	11314327	19139058	10183261	10119247	20049916	11462869	4207644	20109688	6968453	17159392	10814716	3896245	7370073	15659734	7585284	9140669	9839309	5147820	5350324	12730366	9415543	7613856	11605402	16369038	10759749	8835949	19177850	14347244	7312721	7727118	4440812	7521050	3235769	7943093	5833688	3851964	8291305	8235298	7615892	5054090	8422161	11436979	3995100	3481546	9935113	7461537		5612717	10861030	5250157	8641510	6919403	10061193	9858962	12063446	12207235
47153	3019606	2714738	1751108	3349915	2932824	3833054	3215087	2687135	1859535	1695916	3019832	2002914	3447256	2385356	2783691	2838149	2739508	2919879	2873671	2730362	2777633	3442021	3464630	3443184	2590416	2674776	3477703	2990861	3599677	2955155	2726746	3181766	2682874	3145283	2637281	2270376	2924394	3118988	2291721	2883569	2872571	2643625	3302518	2773297	2573519	3345030	2831827	3556101	2419194	2488802	2941748	3310718	1991990	3302516	2503373	3184732	2313652	2958167	2169254	2078343	2941998	3888368	2517952	3592424	3433382	3379786	3955224	5965681	3327643	2044834	2377198	2355032	2594875	2405735	2954471	1820011	2427315	2856165	2866367	3784869	2688672	3780783	3023150	2768486	1638235	2734697	3614837	1797811	2924827	3341326	2982760	2652675	3326791	2395417	3450275	2636876	2716136	2510242	1946078	3334624	2104391	2652943	1981956	1893019	2837686	2394327	2183107	1965460	2849573	2455431	1998091	1788325	2373849	3176667	2307033	2173321	2256630	2781248	2637341	3237713	2839778	3013398	2943505	1945968	2490506	3354378	2539332	2559969	2046967	2170040	2058113	2359259
2829	1571102	1366474	1841222	1838501	1678092	1535058	1485290	1730605	1391434	1532174	1247117	1711576	917842	1172747	1524785	1747793	1270385	1561321	1689573	1381677	1745849	902346	1157001	1608035	1228593	733769	1350406	1130510	1293746	949239	1082559	1218349	1606592	1312117	1237704	2737455	740606	1655516	1555728	1808831	1237456	1193126	1569951	1467921	1499009	944418	1031678	1002918	1493283	1415385	1293523	1496449	1136956	1243802	1634837	701307	1113053	969047	1656172	1561869	1379982	1627238	1694758	1755265	974074	1075009	1344357	1194467	1393817	1049433	756922	1233700	1345408	876411	1149935	1262270	905172	1530145	1065474	796760	1049158	931305	1313958	1313281	1092532	1575178	1525305	1585908	1122949	1375915	769737	1296843	1461387	1244164	944408	1364537	950010	1285842	1284891	1307159	1943544	1593193	1087195	1415480	1348839	2145504	1297650	1421260	1567155	1977689	1427427	1663587	1835851	1501748	1962039	1718680	1391359	1618955	1569286	2220991	1483245	2127935	924136	1374220	1846628	1389422	1374133	1288000	1642382	1431484	1557339	2093562
48433	184011	187179	125677	56986	65319	96707	125107	124406	63525	134472	151822	54588	106440	94336	47348	79227	91858	28900	285304	95910	324221	66793	188002	130145	239054	258174		62385	318127	264663	90608	85917	114259	84001	147243	94291	136236	102816	71052	128523	148214	163103	88376	58827	40542	116153	194753	155259	61637	42397	84785	152216	29499	92161	75557	427990	88008	170299	17605	101353	69180	67520	115990	135564	94821	146074	56235	109603	98089	10597	209744	287881	148501	139018	123850	35916	31742		102282	253845	475682	147042		220234	191853	91545	22753	197674	24443	85450	282944	81141	64350	101383		40827	89653	93399	35083	143867	69747	46920	31966	67710	38038	24416	60678	86387	10981	109431	98237	55119	93086	49745	50188	40052	69560	16386	13300	24589	112105	65292	167332	47425	113220	79300	23806	20529	88490	110000	77844	92783
594	30753288	15612036	26673872	25038288	17065968	10727324	21763502	10122845	19263646	19337232	9008845	17560958	13624080	13738526	14691095	20872904	13443456	12847719	12094724	1750802	6046240	13402684	14718269	20423296	17921032	7222405	7811499	9531383	14299324	13702124	5438543	4732791	13883070	11464469	5961592	15265818	7269765	15502227	7202125	12527813	9665008	6879687	12027754	6944331	8272246	8778747	12085480	15597346	13966407	7841974	14373934	15432254	10703161	6774484	5092256	12905397	10077810	14764463	12402425	8269251	9703815	14816268	7071645	12993916	13504097	12629146	2124496	21472400	8841312	4973426	10714276	17325016	12006073	3072759	4035384	11648965	11647572	2245390	13288751	11515169	4449920	6228033	7516274	2673813	12770690	2940447	1755008	8944281	8005824	2046821	11569707	4479641	7039725	15837587	11855263	6694366	2237561	1445806	9012732	1562166	9414233	7143935	5575133	6589018	7459503	12811677	6568811	12726688	4979400	7262158	4618863	8159928	9263507	10408489	9146357	7368229	5556245	6024337	5125367	6054356	1908897	4204960	25731896	9747199	10626551	7442062	3697713	4828161	5640195	7945732	7976235	2675791
32462				54516	378466	68288	54620	84218	67197					63820				129778	71140	69098	328736	118332		119160	64420	219988	189161	94805	52332	200452	24536		19389	376864	37035	35332	53575	140625		70999	43112	280666	27470	57985	56427		76061	90389	489694	45243		118452		22897		62437	188940	127462	63008		49478	211812	467507		102359	64892	21497	85112	89928	35683	35248			181790	53739				166607	459090	73824	57890	178606	397917	19970			44325	78406		137403	163797	269421	213505	155103		148910	34700		69098	56502	46856	16922		105613				245262		18429	27178	64562	24271	125603	147005	33687	62571	64620	59456	49691	69098		59477		110815	21482		58617	111762		
47101	5720284	16579906	42626404	10276480	15018715	2409564	31811308	13937035	7851613	10919033	5470546	3048352	3464496	7083977	2854284	4899359	15531434	2638610	18047250	14645636	14582403	20670872	4340233	17043820	8733064	8610658	4632402	4832263	14386212	3880358	16291759	8906242	30621628	6684301	5254092	11243140	6149466	34228252	13049282	11192651	23168052	10790259	8388655	6616538	4875603	5030339	21424110	5440941	37769644	10196782	7389103	5591479	6210170	5186607	9072668	10880794	8855205	2328309	5997800	18690124	9806123	8235311	10860008	12757816	6488393	4845920	3280651	14517776	29093936	7450683	6695567	5960686	10718499	30579932	3004689	40990508	6426328	4828517	10430274	13246970	14713255	7040772	5626958	10393909	26248876	49664432	26180970	46056800	1535338	14167879	9639330	8953787	5068418	13176838	19737362	29275912	24100310	9463327	4713616	13429584	48319004	2470165	4366968	20516802	3238690	15941051	3205477	8550311	3393549	31113414	5127689	11747885	13624295	4934677	13377113	24032488	6753620	12278800	5823951	3906370	6872783	23361118	59405920	19359894	45846248	3508318	11765658	5361319	22871182	6741613	9884092	9630122
37431	6667499	67291584	9877635	29897136	3194384	50909252	69351456	42684772	4634736	17538308	8724111	9777605	90218496	4118597	6423515	52685848	4355794	52056148	32950478	51980276	82987096	7938639	11136367	19262048	33610472	7681184	20781324	23844138	14606985	104182752	12377059	15348339	29881996	9890992	192364000	10423002	1551593	75942160	10496682	198324144	5274291	7053048	7033587	4157304	36669880	61955544	3831794	18118338	28782282	169185440	3681697	11109848	5974850	18419202	4783825	3686763	1809620	16572668	12114915	48840136	11429966	6177457	299469856	4208204	7339646	149992944	3504287	290478784	14415952	6630169	15762094	23276876	21037506	5082930	10258141	24371712	3605589	34660880	7756665	1659094	6829219	7254136	6451910	10169649	11456483	26778338	3858500	5180769	34657356	44871200	7280915	10502788	28302704	51735812	14149002	109600560	4341669	19833728	109646712	3800646	10969350	10379951	7026365	10963432	19912872	5879304	5355343	8643850	15228910	13067995	6793833	12622306	11596982	11712761	5705030	33185206	5779929	5567023	11086522	24467440	14623170	6980159	85084280	4378364	16251882	4486241	26920002	5941840	6742268	60367532	10792834	9944027
43502		45362	32964	26655		34142	29578	13864	6075	21489	32668	15164		19856	24657		18423	45677	26432	38052	18692	49707		37525		19186	5052	40676	30334	176797		7957	22055	35585		36919	93730	115587			9628			6842	10888				198875		26855	67416											16985	47187		30302		905779	20914					22467		14347			19018		24614		61903		29970				13035		27516	38125	40121		6740	24545		26505		53910	16251		45411	38370	49492	49806		49448	86827	8526	11037	57749	55596	25949	27205	12999		26855		34026		3962		12126				9636	24951		16657	26855
39732	60329			123224			89939	47557		253336				82934		74476		72041										175731		93229			106259	60337			77488			293158								286713	47085		28478	70073				84278	88460					98972	108591			91287		474839	46886									33005	108170	61480	42773	131818	30978							46587	103398		53438	267706				33479		77488		34113			155518			23536			40171	34716			66515	167902			43839							99938						
1356	5920789	6598712	9696796	6997092	11399945	3900873	4249687	4624717	4527823	8047513	4898472	6729584	5220755	6195175	9750074	3171758	8665001	7947372	4468516	5833469	4656393	10471931	4650355	3629668	6469812	3733842	5847845	5518460	5694726	16456463	4281483	5788805	4216622	4793003	4580349	6606000	3218705	4438427	10360258	5337006	4159780	6007199	5602759	2457814	5269574	2982639	5160309	4420601	9029686	4109914	3785127	7414603	4180707	4056713	3993035	4189894	4678919	4351962	3561641	5602820	4271751	3247368	4215092	2680085	4450536	4253010	2160922	2375989	3796181	3377894	4254540	6030196	3191344	4579239	3346040	6349664	3350654	3044102	4161988	3796094	4107485	3454230	5838725	4844789	2960801	3467729	2371671	3185333	3435632	3050874	3092356	6016325	2893847	3351822	4447960	4105556	4279738	3962728	3616026	8300504	3943762	3200980	2657658	5810398	2931027	5306193	2877045	2974053	4102186	3468530	2354299	3884823	5793560	3368254	4219945	6113426	4477602	3747943	3586263	4744329	4548623	2722569	7233797	4341161	3503600	3836311	3380171	2739836	2933269	3527937	3165301	2616669
